date_iso,event_name,event_type,segment_tags,country,state,city,recurrence,priority_0_100,risk_weight_0_100,window_key,window_phase,locality_scope,content_angles,default_cta,platform_fit,notes,source_hint,rule,date_type
2026-10-13,Dia Mundial da Trombose,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-13,Dia Nacional do Fisioterapeuta,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-13,Dia Nacional do Fisioterapeuta e do Terapeuta Ocupacional,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-13,Dia do Fisioterapeuta,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_FISIOTERAPEUTA,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-13,Dia do Terapeuta Ocupacional,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-14,KIDS_DAY_2026 (janela pos | D+2),retail,varejo|retencao|crm,BR,,,annual,60,45,KIDS_DAY_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela),,
2026-10-14,Dia Mundial da Normalização,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-14,Dia Nacional da Pecuária,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-14,Dia de Levar Seu Ursinho de Pelúcia para o Trabalho ou para a Escola,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-14,Dia do Meteorologista,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-15,KIDS_DAY_2026 (janela pos | D+3),retail,varejo|retencao|crm,BR,,,annual,60,40,KIDS_DAY_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela),,
2026-10-15,Dia Internacional da Mulher Rural,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-15,Dia Internacional das Mulheres Rurais,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-15,Dia Mundial da Bengala Branca,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-15,Dia Mundial da Lavagem das Mãos,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-15,Dia do Consumo Consciente,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-15,Dia do Educador Ambiental,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-15,Dia do Médico Neurologista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-15,Dia do Professor,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_PROFESSOR,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-16,Dia Mundial da Coluna,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-16,Dia Mundial do Pão,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-16,Dia Mundial da Alimentação,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_MUNDIAL_DA_ALIMENTA_O,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-16,Dia de São Geraldo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-16,Dia do Anestesiologista,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_ANESTESIOLOGISTA,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-16,Dia do Chefe,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-16,Dia do Engenheiro de Alimentos,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-16,Dia Mundial da Alimentacao,international,alimentos|varejo|institucional,BR,,,annual,45,45,DIA_MUNDIAL_DA_ALIMENTACAO,peak,national,conteudo educativo|institucional|acao pratica,Saiba mais,Instagram|LinkedIn,Gancho de conteudo (nao comercial agressivo),Curadoria datas internacionais,,
2026-10-17,Dia Internacional para a Erradicação da Pobreza,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-17,Dia Nacional da Vacinação,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-17,Dia Nacional de Combate à Sífilis e à Sífilis Congênita,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-17,Dia da Agricultura,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-17,Dia da Indústria Aeronáutica Brasileira,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-17,Dia da Música Popular Brasileira,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-17,Dia de Usar Algo Chamativo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-17,Dia do Eletricista,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_ELETRICISTA,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-17,Dia do Profissional da Propaganda,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-18,Dia Mundial da Menopausa,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-18,Dia Mundial das Missões,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-18,Dia de São Lucas,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-18,Dia do Estivador,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_ESTIVADOR,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-18,Dia do Médico,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_M_DICO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-18,Dia do Pintor,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-18,Dia do Securitário,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_SECURIT_RIO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-19,Dia Internacional de Combate ao Câncer de Mama,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-19,Dia Nacional da Inovação,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-19,Dia do Guarda Noturno,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-19,Dia do Operador de Caixa,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-19,Dia do Piauí,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-19,Dia do Profissional de Informática,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-19,Dia do Profissional de Tecnologia da Informação,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-19,Dia do Securitário,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-19,Pauta editorial do dia,behavior,editorial|pauta_livre,BR,,,annual,20,20,PAUTA_20261019,peak,national,informativo|educativo|institucional,Saiba mais,Instagram|LinkedIn,Fallback para dias sem comemoracao,Fallback Edro,,
2026-10-20,Dia Mundial da Estatística,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-20,Dia Mundial da Osteoporose,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-20,Dia Mundial de Combate ao Bullying,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-20,Dia Mundial do Controlador de Tráfego Aéreo,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-20,Dia do Arquivista,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_ARQUIVISTA,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-20,Dia do Maquinista,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-20,Dia do Poeta,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_POETA,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-21,Dia Internacional da Maçã,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-21,Dia Internacional do Nacho,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-21,Dia Nacional da Alimentação na Escola,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-21,Dia do Economista Doméstico,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-21,Dia do Ecumenismo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-21,Dia do Podcast,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-21,Pauta editorial do dia,behavior,editorial|pauta_livre,BR,,,annual,20,20,PAUTA_20261021,peak,national,informativo|educativo|institucional,Saiba mais,Instagram|LinkedIn,Fallback para dias sem comemoracao,Fallback Edro,,
2026-10-22,Dia Internacional de Atenção à Gagueira,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-22,Dia Internacional do Caps Lock,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-22,Dia do Protesto Mundial contra o Uso do Eletrochoque,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-22,Dia de São João Paulo II,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-22,Dia do Enólogo,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-22,Dia do Paraquedista,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-22,Pauta editorial do dia,behavior,editorial|pauta_livre,BR,,,annual,20,20,PAUTA_20261022,peak,national,informativo|educativo|institucional,Saiba mais,Instagram|LinkedIn,Fallback para dias sem comemoracao,Fallback Edro,,
2026-10-23,Dia da Força Aérea Brasileira,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-23,Dia do Aposentado do Banco Central,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-23,Dia do Aviador,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_AVIADOR,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-24,Dia Mundial de Combate à Poliomielite,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-24,Dia Mundial do Desenvolvimento da Informação,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-24,Aniversário de Goiânia,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-24,Aniversário de Manaus,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-24,Dia das Nações Unidas,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-24,Pauta editorial do dia,behavior,editorial|pauta_livre,BR,,,annual,20,20,PAUTA_20261024,peak,national,informativo|educativo|institucional,Saiba mais,Instagram|LinkedIn,Fallback para dias sem comemoracao,Fallback Edro,,
2026-10-25,Dia Mundial da Espinha Bífida e Hidrocefalia,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-25,Dia Mundial da Ópera,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-25,Dia Mundial do Macarrão,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-25,Dia Nacional da Saúde Bucal,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-25,Dia Nacional de Combate ao Preconceito contra as Pessoas com Nanismo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-25,Dia da Democracia,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DA_DEMOCRACIA,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-25,Dia de São Crispim e São Crispiniano,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-25,Dia de São Frei Galvão,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-25,Dia de ser Punk por um Dia,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-25,Dia do Dentista,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-25,Dia do Engenheiro Civil,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-25,Dia do Sapateiro,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-26,Dia do Metroviário,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-26,Dia do Trabalhador da Construção Civil,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-26,Pauta editorial do dia,behavior,editorial|pauta_livre,BR,,,annual,20,20,PAUTA_20261026,peak,national,informativo|educativo|institucional,Saiba mais,Instagram|LinkedIn,Fallback para dias sem comemoracao,Fallback Edro,,
2026-10-27,Dia Mundial da Terapia Ocupacional,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-27,Dia Mundial do Patrimônio Audiovisual,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-27,Dia Nacional de Luta pelos Direitos das Pessoas com Doenças Falciformes,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-27,Dia Nacional de Mobilização Pró-Saúde da População Negra,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-27,Dia do Engenheiro Agrícola,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-27,Pauta editorial do dia,behavior,editorial|pauta_livre,BR,,,annual,20,20,PAUTA_20261027,peak,national,informativo|educativo|institucional,Saiba mais,Instagram|LinkedIn,Fallback para dias sem comemoracao,Fallback Edro,,
2026-10-28,Dia Internacional da Animação,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-28,Dia Mundial do Judô,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-28,Dia da Engenharia da Aeronáutica,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-28,Dia de São Judas Tadeu,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-28,Dia do Flamenguista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-28,Dia do Funcionário Público,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_FUNCION_RIO_P_BLICO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-28,Dia do Ginecologista,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-28,Dia do Servidor Público,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-10-29,Dia Internacional do Cuidado e Apoio,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-29,Dia Mundial da Psoríase,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-29,Dia Mundial do AVC,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-29,Dia Nacional da Prevenção da Lavagem de Dinheiro,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-29,Dia Nacional do Livro,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_NACIONAL_DO_LIVRO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-30,Dia Nacional de Luta contra o Reumatismo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-30,Dia da Decoração,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-30,Dia da Merendeira Escolar,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-30,Dia do Balconista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-30,Dia do Comerciário,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-30,Dia do Designer de Interiores,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-30,Dia do Fisiculturista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-30,Dia do Ginecologista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-30,Dia do Material Bélico,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-30,Noite da Geladeira Assombrada,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-30,Pauta editorial do dia,behavior,editorial|pauta_livre,BR,,,annual,20,20,PAUTA_20261030,peak,national,informativo|educativo|institucional,Saiba mais,Instagram|LinkedIn,Fallback para dias sem comemoracao,Fallback Edro,,
2026-10-31,Dia Mundial da Poupança,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-31,Dia Mundial das Cidades,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-31,Dia Nacional da Poesia,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-31,Dia Nacional da Proclamação do Evangelho,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-31,Dia da Dona de Casa,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-10-31,Dia da Reforma Protestante,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DA_REFORMA_PROTESTANTE,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-31,Dia das Bruxas (Halloween),cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DAS_BRUXAS_HALLOWEEN_,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-10-31,Dia do Saci,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,,,national,,Saiba mais,,Fonte: Wikipedia (raw),Wikipedia (raw),,
2026-11-01,BLACK_NOVEMBER_2026 (janela),retail,varejo|promo|ecommerce,BR,,,annual,75,75,BLACK_NOVEMBER_2026,pre,national,conscientizacao|servico|conteudo educativo|acao social,Saiba mais,Instagram|LinkedIn,Janela mensal/sazonal,Gerador Edro (sazonal),,
2026-11-01,Dia Mundial do Veganismo,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-11-01,NOVEMBER_AZUL_2026 (janela),cultural,saude|institucional,BR,,,annual,55,55,NOVEMBER_AZUL_2026,pre,national,conscientizacao|servico|conteudo educativo|acao social,Saiba mais,Instagram|LinkedIn,Janela mensal/sazonal,Gerador Edro (sazonal),,
2026-11-01,Dia de Todos os Santos,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DE_TODOS_OS_SANTOS,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-11-01,Início do Novembro Azul | Câncer de Próstata,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-11-01,Início do Novembro Azul | Diabetes,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-11-01,Início do Novembro Roxo | Prematuridade,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-11-02,Finados,official,institucional,BR,,,annual,70,60,FINADOS,peak,national,mensagem institucional|servico|horarios|comunidade,Saiba mais,Instagram|LinkedIn,Feriado nacional,Feriados nacionais (Brasil),,
2026-11-02,Dia Internacional pelo Fim da Impunidade dos Crimes contra Jornalistas,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
